Student ID,Age,Gender,Graduated high-school type,Scholarship type,Additional work,Regular artistic or sports activity,Total salary if available,Transportation to the university,Accommodation type in Cyprus,Mothers' education,Fathers' education,Number of sisters/brothers,Parental status,Mothers' occupation,Fathers' occupation,Weekly study hours,Reading frequency (non-scientific books/journals),Reading frequency (scientific books/journals),Attendance to the seminars/conferences related to the department,Impact of your projects/activities on your success,Attendance to classes,Preparation to midterm exams 1,Preparation to midterm exams 2,Taking notes in classes,Listening in classes,Discussion improves my interest and success in the course,Flip-classroom,Cumulative grade point average in the last semester (/4.00),Expected Cumulative grade point average in the graduation (/4.00),Course ID,OUTPUT Grade
617,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
618,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
619,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
620,1,1,2,4,1,1,1,2,3,2,2,2,1,4,3,3,2,3,2,2,1,1,1,3,2,1,1,2,3,8,1.0
621,1,1,2,5,1,1,1,2,3,2,2,2,1,4,3,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
622,1,1,2,5,1,1,1,2,3,1,1,2,1,3,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
623,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
624,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,3,1,1,2,3,5,1.0
625,1,1,2,4,1,1,1,2,2,2,2,2,1,3,4,2,2,3,2,1,1,1,1,3,2,1,1,2,3,6,1.0
626,2,1,2,5,2,2,1,1,1,1,1,5,1,2,4,3,3,3,2,1,1,1,1,3,3,3,1,2,3,8,1.0
627,1,1,2,5,1,1,1,2,3,2,1,2,1,4,2,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
628,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
629,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
630,1,1,2,5,1,1,1,2,3,1,1,2,1,3,2,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
631,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
632,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
633,1,1,2,5,1,1,1,2,3,1,2,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
634,1,1,2,5,1,1,1,2,3,2,2,2,1,4,3,2,2,3,2,1,1,1,1,3,3,1,1,2,3,8,1.0
635,1,1,2,5,1,1,1,2,3,2,2,2,1,4,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
636,2,2,3,3,1,2,1,1,2,2,3,2,1,2,2,2,2,2,1,1,1,1,1,3,2,3,2,2,3,4,1.0
637,1,2,1,4,2,2,3,1,1,1,2,4,1,2,3,2,2,2,1,1,2,1,1,2,1,3,1,1,1,2,1.0
638,1,1,2,5,1,1,1,2,4,1,1,2,1,4,2,2,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
639,1,1,2,5,1,1,1,2,2,1,2,2,1,3,2,2,2,2,2,1,1,1,1,3,3,2,2,3,3,5,1.0
640,2,1,1,3,2,1,1,1,2,3,3,1,1,2,3,2,2,3,2,1,2,1,1,2,3,2,1,2,3,8,1.0
641,1,1,2,5,1,1,1,2,3,1,1,2,1,4,2,3,2,3,2,1,1,1,1,3,3,1,1,1,3,8,1.0
642,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,1.0
643,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
644,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
645,2,2,2,3,2,2,2,3,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,2,3,1.0
646,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,8,1.0
647,1,1,2,5,1,1,1,2,3,1,1,2,1,3,2,2,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
648,1,2,2,3,2,1,1,1,2,3,3,3,1,2,2,1,1,2,1,1,1,1,1,3,2,3,2,2,2,1,1.0
649,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,2,2,1,2,3,7,1.0
650,1,1,2,4,1,1,1,2,3,2,2,2,1,3,3,3,2,3,2,2,1,1,1,3,3,1,1,2,3,8,1.0
651,2,1,2,4,1,1,3,2,2,2,2,2,1,3,2,3,2,2,2,2,1,2,1,2,2,2,2,2,2,7,2.0
652,2,1,2,4,1,1,2,2,2,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,3,2,5,2.0
653,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,5,2.0
654,1,1,2,4,2,2,3,1,2,2,2,4,1,2,4,4,3,2,2,1,2,1,1,3,1,3,3,3,3,3,2.0
655,2,2,3,4,1,2,3,1,1,1,1,2,2,4,3,1,1,3,1,1,2,2,1,2,1,2,1,4,3,2,2.0
656,2,1,2,4,1,1,3,2,2,3,2,2,1,3,3,2,2,2,2,2,1,1,1,2,2,2,1,2,2,5,2.0
657,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
658,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
659,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
660,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
661,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
662,2,1,2,4,1,1,2,2,2,3,3,3,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,3,3,4,2.0
663,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
664,2,1,2,4,1,1,2,2,2,3,3,3,1,3,2,3,2,2,2,2,1,2,1,2,2,2,2,2,3,4,2.0
665,2,1,2,4,1,1,2,3,3,3,2,2,1,3,2,3,2,2,2,2,1,2,1,2,2,2,2,3,3,5,2.0
666,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
667,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,2,2,2,2,2,1,1,1,3,2,2,2,3,3,7,2.0
668,1,2,1,3,2,2,2,1,2,3,3,3,1,2,4,2,1,1,1,1,2,1,1,2,2,3,1,3,2,3,2.0
669,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
670,2,1,2,3,2,2,4,2,1,5,1,3,1,2,3,1,2,2,1,1,1,1,1,1,3,3,1,2,1,2,2.0
671,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
672,2,1,3,3,1,2,1,3,3,2,1,2,1,2,2,2,1,1,2,3,1,2,1,3,3,3,1,3,2,8,2.0
673,2,1,2,4,1,1,2,2,2,2,2,3,1,3,3,3,2,2,2,2,1,1,1,2,2,2,2,2,3,5,2.0
674,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,2,2,3,7,2.0
675,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,7,2.0
676,2,1,2,4,1,1,2,2,2,2,2,3,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,3,3,4,2.0
677,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,6,2.0
678,2,2,3,4,1,2,3,1,1,1,1,2,2,4,3,2,1,3,1,1,2,2,1,2,1,2,1,4,3,2,2.0
679,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,2,2,2,2,2,1,1,1,3,2,2,2,3,3,7,2.0
680,2,1,2,4,1,1,2,2,3,3,3,2,1,3,2,3,2,2,2,2,1,1,1,3,2,2,2,2,3,5,2.0
681,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,6,2.0
682,1,1,2,5,1,1,1,1,3,1,1,5,1,2,3,3,2,3,2,1,1,1,2,3,2,3,1,1,3,8,2.0
683,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
684,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
685,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,6,2.0
686,2,1,2,4,2,1,1,1,2,3,3,2,3,2,5,5,2,2,1,1,1,1,2,2,2,3,1,3,3,8,2.0
687,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,6,2.0
688,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
689,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,4,2.0
690,1,2,2,3,2,2,2,2,2,2,3,3,1,2,3,1,1,2,1,3,2,2,1,2,2,2,1,3,2,4,2.0
691,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
692,2,1,2,3,1,2,1,1,1,1,2,5,1,2,3,2,1,2,1,1,1,1,1,1,3,2,2,2,3,1,2.0
693,2,1,2,4,1,1,3,2,2,2,2,2,1,3,2,3,2,2,2,2,1,1,1,3,2,2,1,2,2,7,2.0
694,1,1,2,4,1,1,2,2,2,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,3,2,5,2.0
695,1,1,1,5,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,3,1,3,1,2,4,8,2.0
696,2,2,2,5,2,2,1,1,2,3,3,2,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,3,3,3,2.0
697,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
698,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,2,2,3,7,2.0
699,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
700,2,2,2,3,2,2,1,1,2,4,4,2,1,3,2,2,2,2,2,3,2,1,1,3,2,2,3,2,2,3,2.0
701,1,1,2,3,1,1,2,2,3,4,3,1,1,4,3,1,2,2,1,1,1,3,1,3,2,2,1,1,1,2,2.0
702,3,2,2,4,1,1,3,3,2,3,1,2,1,4,2,2,2,2,1,1,1,1,1,2,3,2,1,3,4,3,2.0
703,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,3,3,7,2.0
704,2,2,2,5,2,2,1,1,2,3,3,2,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,3,3,2,2.0
705,1,1,2,4,1,1,2,2,2,2,2,3,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,5,2.0
706,2,2,2,3,2,2,2,1,2,3,3,2,1,2,3,2,1,2,1,1,1,1,1,1,2,1,2,3,4,3,2.0
707,1,1,1,5,2,1,1,1,2,3,3,1,1,3,2,2,2,2,2,2,1,1,1,3,1,3,2,3,3,8,2.0
708,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
709,1,2,1,3,2,2,2,1,2,3,3,3,1,2,4,2,1,1,1,1,2,1,1,2,2,3,1,3,2,3,2.0
710,1,1,1,5,2,1,1,1,2,3,3,2,1,3,2,2,2,2,2,2,1,1,1,3,1,3,3,3,3,7,2.0
711,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
712,2,2,3,4,1,2,2,1,1,2,2,2,2,3,4,3,1,3,1,1,2,2,1,2,1,2,1,4,3,4,2.0
713,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
714,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
715,2,2,2,5,2,2,1,1,2,3,3,2,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,3,3,3,2.0
716,1,1,2,5,1,1,1,1,3,2,1,4,1,2,3,3,2,3,2,1,1,1,2,3,2,3,1,1,3,8,2.0
717,2,1,2,3,1,2,1,1,1,2,3,4,1,2,2,2,1,2,1,2,1,1,1,2,3,2,2,2,3,1,2.0
718,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
719,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
720,2,1,2,3,1,1,1,3,2,3,3,1,1,2,2,2,3,2,1,3,1,1,1,3,3,2,1,3,2,8,2.0
721,2,1,2,4,1,1,2,2,2,2,2,3,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,3,3,4,2.0
722,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,2,2,3,7,2.0
723,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,7,2.0
724,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
725,2,1,2,3,1,2,2,1,1,1,2,5,1,2,4,3,2,2,1,1,1,1,1,2,2,2,2,2,3,1,2.0
726,2,2,2,3,2,2,3,3,2,5,3,2,2,1,4,2,2,2,1,1,2,1,1,2,2,2,1,2,2,6,2.0
727,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,5,2.0
728,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
729,2,2,2,3,2,2,1,1,2,4,4,2,1,3,1,2,2,2,2,3,2,1,1,3,2,2,3,2,2,1,2.0
730,2,1,2,4,1,1,2,3,2,2,2,3,1,3,3,3,2,2,2,2,1,2,1,3,2,2,2,2,3,5,2.0
731,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
732,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
733,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
734,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
735,2,1,3,3,1,2,1,3,3,2,1,2,1,2,2,2,1,1,2,3,1,2,1,3,3,3,1,3,2,8,2.0
736,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
737,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
738,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
739,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
740,2,1,2,4,1,1,2,2,2,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,3,2,5,2.0
741,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
742,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,1,2,3,7,2.0
743,2,1,2,3,1,2,1,1,1,1,2,5,1,2,3,2,1,2,1,1,1,1,1,1,3,2,2,2,3,1,2.0
744,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
745,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
746,1,1,2,4,1,1,2,2,3,3,2,2,1,3,3,2,2,2,2,2,1,2,1,3,2,2,1,2,2,5,2.0
747,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
748,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
749,1,1,1,5,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,3,1,3,1,2,4,8,2.0
750,2,1,3,3,1,2,1,3,3,1,1,2,1,2,1,1,1,1,2,3,1,2,1,3,3,3,1,4,2,8,2.0
751,2,1,2,5,1,1,4,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,8,2.0
752,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
753,2,1,2,3,1,1,2,4,2,3,2,1,1,3,1,2,3,2,1,2,1,1,1,3,3,2,1,3,3,5,2.0
754,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
755,2,1,2,4,1,1,2,2,2,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,3,3,4,2.0
756,2,1,2,3,1,1,1,3,2,3,3,2,1,2,2,2,2,2,1,2,1,1,1,3,3,2,1,3,2,7,2.0
757,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
758,2,2,2,5,2,2,1,1,1,3,3,1,1,2,4,3,2,2,1,1,1,2,1,2,2,2,2,4,3,1,2.0
759,1,1,1,3,2,2,3,2,3,3,4,2,1,3,2,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2.0
760,2,2,2,3,2,2,1,1,2,3,3,2,1,3,2,2,2,2,2,3,2,1,1,3,2,2,2,2,2,3,2.0
761,2,1,2,4,2,1,1,1,2,3,3,2,3,2,5,5,2,2,1,1,1,1,2,2,2,3,1,3,3,8,2.0
762,2,1,2,3,1,2,1,1,1,1,2,5,1,2,3,2,1,2,1,1,1,1,1,1,3,2,2,2,3,1,2.0
763,2,1,3,3,1,2,1,3,3,2,1,2,1,2,2,2,1,1,2,3,1,2,1,3,3,3,1,3,2,8,2.0
764,1,2,2,3,2,2,3,1,1,2,4,3,1,2,4,1,1,2,1,3,2,2,1,2,1,2,1,2,2,1,2.0
765,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,1,2,3,6,2.0
766,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
767,1,1,2,5,1,1,1,1,2,2,2,4,1,2,2,3,2,3,2,1,1,1,2,3,2,3,1,2,3,9,2.0
768,2,1,3,3,1,2,1,3,3,2,1,2,1,2,2,2,1,1,2,3,1,2,1,3,3,3,1,3,2,8,2.0
769,1,1,2,5,1,1,1,1,3,2,1,4,1,2,3,3,2,3,2,1,1,1,2,3,2,3,1,1,3,8,2.0
770,2,2,2,3,2,2,2,1,1,3,2,3,1,2,4,1,2,2,1,1,1,1,1,2,1,2,2,4,4,1,2.0
771,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
772,2,1,2,3,2,2,5,2,1,6,1,3,1,2,3,1,2,2,1,1,1,1,1,1,3,3,1,2,1,1,2.0
773,1,1,1,5,2,1,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,3,1,3,1,2,4,9,2.0
774,2,1,2,3,2,2,5,2,1,6,1,3,1,2,3,1,2,2,1,1,1,1,1,1,3,3,1,2,1,1,2.0
775,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,7,2.0
776,2,2,3,4,1,2,3,1,1,1,1,2,2,4,3,1,1,3,1,1,2,2,1,2,1,2,1,4,3,1,2.0
777,1,2,2,3,2,2,3,1,2,2,3,3,1,2,4,2,1,2,1,3,2,2,1,2,1,2,1,2,2,3,2.0
778,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
779,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
780,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,1,2,3,7,2.0
781,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,7,2.0
782,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
783,2,1,2,3,1,2,1,1,2,1,2,4,1,2,3,2,1,2,1,1,1,1,1,1,3,2,2,2,3,4,2.0
784,2,1,2,4,1,1,2,2,3,2,2,3,1,3,3,3,2,2,2,2,1,2,1,3,2,2,2,2,3,7,2.0
785,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
786,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
787,1,1,2,4,1,1,2,2,3,3,2,2,1,3,3,2,2,2,2,2,1,2,1,3,2,2,1,2,2,5,2.0
788,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,6,2.0
789,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
790,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
791,2,1,2,4,1,1,2,2,3,2,2,2,1,3,2,2,2,2,2,2,1,2,1,2,2,2,2,3,3,7,2.0
792,2,2,3,4,1,2,3,1,1,1,1,2,2,4,3,1,1,3,1,1,2,2,1,2,1,2,1,4,3,1,2.0
793,1,2,2,5,2,1,1,1,2,3,3,2,1,2,2,2,1,2,1,2,1,2,1,3,2,2,1,3,3,8,2.0
794,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
795,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
796,2,1,2,4,1,1,2,2,3,3,2,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
797,2,1,3,3,1,2,1,3,3,1,1,2,1,2,1,1,1,1,2,3,1,2,1,3,3,3,1,4,2,8,2.0
798,3,2,2,4,1,1,3,4,2,3,1,2,1,4,1,2,2,2,1,1,1,1,1,2,3,2,1,4,4,1,2.0
799,2,1,2,4,1,1,2,2,2,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,3,3,4,2.0
800,2,2,2,3,2,2,2,1,2,3,1,3,1,2,4,2,2,2,1,1,1,1,1,2,1,3,2,3,4,3,2.0
801,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
802,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
803,2,1,3,3,1,2,1,3,3,2,2,2,1,2,2,2,1,1,2,3,1,2,1,3,3,3,1,3,2,7,2.0
804,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
805,2,2,2,3,2,2,2,1,1,3,3,2,1,2,3,1,1,2,1,1,1,1,1,1,2,1,2,4,4,1,2.0
806,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,2,2,2,1,2,3,7,2.0
807,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
808,1,2,2,4,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,2,1,3,2,2,1,4,3,8,2.0
809,1,1,1,5,2,1,1,1,2,3,3,1,2,3,3,3,2,2,2,2,1,1,1,3,1,3,2,4,3,8,2.0
810,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
811,2,2,2,3,2,2,1,1,2,3,3,2,1,3,2,2,2,2,2,3,2,1,1,3,2,2,2,2,2,4,2.0
812,1,2,1,3,2,2,2,1,2,3,3,3,1,2,4,2,1,1,1,1,2,1,1,2,2,3,1,3,2,3,2.0
813,2,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
814,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
815,2,1,2,5,1,1,4,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,2,1,1,8,2.0
816,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
817,1,1,2,4,1,1,2,2,3,2,2,2,1,3,3,3,2,2,2,2,1,1,1,3,2,2,1,2,3,7,2.0
818,2,2,3,4,1,2,3,1,1,1,1,2,2,4,3,1,1,3,1,1,2,2,1,2,1,2,1,4,3,1,2.0
819,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
820,2,1,2,4,1,1,2,2,3,3,3,2,1,3,3,2,2,2,2,2,1,2,1,2,2,2,2,2,2,5,2.0
821,1,1,2,3,1,1,2,2,3,4,3,1,1,4,3,1,2,2,1,1,1,3,1,3,2,2,1,1,1,1,2.0
822,2,1,2,4,1,1,2,2,3,3,3,3,1,3,3,3,2,2,2,2,1,2,1,2,2,2,2,2,3,6,2.0
823,2,2,2,3,2,2,1,1,2,4,4,2,1,3,1,2,2,2,2,3,2,1,1,3,2,2,3,2,2,1,2.0
